281,282, Car,401.47,21.766252,37.978411,23.735517,25.798,-2.4037,0.2022,196.0
282,283, Car,216.92,14.78977,37.980061,23.73701,12.325,-0.4514,-0.3539,204.4
283,284, Motorcycle,120.73,18.574441,37.980625,23.735054,35.5155,0.5271,-0.0253,205.8
284,285, Medium Vehicle,492.0,40.624114,37.980639,23.735081,30.5454,-0.0084,-1.2314,206.2
285,286, Motorcycle,458.01,40.812929,37.980595,23.735034,41.8506,-0.7133,-0.4785,207.6
286,287, Car,55.18,23.098429,37.980651,23.735104,30.9267,0.2784,-2.2206,207.6
287,288, Motorcycle,463.81,47.98007,37.980611,23.735056,44.2712,-2.8132,-0.408,208.4
288,289, Car,442.47,16.320539,37.97841,23.735513,28.1841,-0.6653,0.2398,209.4
289,290, Motorcycle,481.77,44.244042,37.9806,23.735028,44.4407,-5.2064,-1.1906,209.8
290,291, Motorcycle,323.78,15.098643,37.978403,23.735525,39.0445,0.3495,-0.1518,210.2
291,292, Medium Vehicle,204.48,1.547778,37.98054,23.734914,19.7935,-2.9822,-1.1692,211.2
292,293, Car,211.4,14.305373,37.98007,23.73699,12.4374,-0.183,-0.0886,211.4
293,294, Motorcycle,349.99,16.622103,37.978411,23.735518,36.8683,-0.5484,-0.6459,211.4
294,295, Motorcycle,236.55,27.648121,37.980596,23.735037,42.4179,-1.128,-0.3726,212.8
295,296, Car,483.77,44.886011,37.980636,23.735083,41.7409,-1.9334,-1.0851,213.4
